Date,High,Low,Open,Close,Volume,Adj Close
2021-02-08,2115.0,2063.35009765625,2100.0,2084.52001953125,1441400,2084.52001953125
2021-02-09,2098.510009765625,2070.0,2074.800048828125,2075.389892578125,1094600,2075.389892578125
2021-02-10,2098.8798828125,2052.239990234375,2083.139892578125,2086.47998046875,1255100,2086.47998046875
2021-02-11,2094.0,2068.860107421875,2091.0,2088.75,1021200,2088.75
2021-02-12,2099.5,2073.570068359375,2079.77001953125,2095.030029296875,948500,2095.030029296875
2021-02-16,2145.139892578125,2091.75,2091.75,2110.699951171875,1550200,2110.699951171875
2021-02-17,2122.43994140625,2088.35009765625,2093.97998046875,2118.6201171875,1014700,2118.6201171875
2021-02-18,2121.989990234375,2093.330078125,2105.0,2105.81005859375,1127300,2105.81005859375
2021-02-19,2118.580078125,2083.429931640625,2107.7900390625,2088.81005859375,1896900,2088.81005859375
2021-02-22,2080.330078125,2048.0,2053.60009765625,2054.260009765625,1473300,2054.260009765625
2021-02-23,2072.5,1990.22998046875,2013.989990234375,2060.1201171875,1732900,2060.1201171875
2021-02-24,2088.320068359375,2027.530029296875,2030.0400390625,2083.81005859375,1130400,2083.81005859375
2021-02-25,2083.0,2006.489990234375,2055.929931640625,2015.949951171875,2077400,2015.949951171875
2021-02-26,2056.52001953125,2001.010009765625,2029.949951171875,2021.9100341796875,2001500,2021.9100341796875
2021-03-01,2076.22998046875,2034.4200439453125,2048.0,2069.659912109375,1303000,2069.659912109375
2021-03-02,2094.739990234375,2056.669921875,2064.840087890625,2064.47998046875,1277500,2064.47998046875
2021-03-03,2075.989990234375,1994.0,2051.949951171875,2011.4100341796875,1692200,2011.4100341796875
2021-03-04,2074.590087890625,2005.4300537109375,2014.8699951171875,2033.9300537109375,2457700,2033.9300537109375
2021-03-05,2106.199951171875,2027.780029296875,2061.14990234375,2097.070068359375,2649400,2097.070068359375
2021-03-08,2113.739990234375,2005.18994140625,2084.06005859375,2007.5,1842700,2007.5
2021-03-09,2063.919921875,2035.5999755859375,2049.75,2040.3599853515625,1693300,2040.3599853515625
2021-03-10,2061.39990234375,2019.3299560546875,2061.39990234375,2036.18994140625,1353100,2036.18994140625
2021-03-11,2111.27001953125,2056.449951171875,2058.219970703125,2100.5400390625,1384200,2100.5400390625
2021-03-12,2077.610107421875,2032.4200439453125,2076.409912109375,2050.0,1690000,2050.0
2021-03-15,2054.989990234375,2027.7900390625,2044.97998046875,2054.43994140625,1308400,2054.43994140625
2021-03-16,2113.679931640625,2059.2900390625,2065.989990234375,2083.889892578125,1592800,2083.889892578125
2021-03-17,2099.0,2044.1199951171875,2068.469970703125,2082.219970703125,1292400,2082.219970703125
2021-03-18,2068.75,2019.1800537109375,2048.179931640625,2021.3399658203125,1585000,2021.3399658203125
2021-03-19,2037.0400390625,2002.9300537109375,2029.72998046875,2026.9599609375,2302700,2026.9599609375
2021-03-22,2048.340087890625,2014.0,2027.6300048828125,2030.68994140625,1676800,2030.68994140625
2021-03-23,2064.110107421875,2028.0,2039.949951171875,2041.3299560546875,1425500,2041.3299560546875
2021-03-24,2067.60009765625,2029.0,2051.760009765625,2032.530029296875,1260900,2032.530029296875
2021-03-25,2045.6400146484375,1996.0899658203125,2029.050048828125,2032.4599609375,1780800,2032.4599609375
2021-03-26,2039.3900146484375,2003.8499755859375,2031.7900390625,2024.72998046875,1398300,2024.72998046875
2021-03-29,2049.2099609375,2005.449951171875,2022.1600341796875,2045.7900390625,1324600,2045.7900390625
2021-03-30,2062.669921875,2036.1500244140625,2052.97998046875,2046.469970703125,1365600,2046.469970703125
2021-03-31,2086.260009765625,2047.0,2054.39990234375,2062.52001953125,2128500,2062.52001953125
